"label","Project_Name","Project_Budget","Client_ID","Domain_Skill","Location_Index","City_Name","Country","ISO","Admin_Name","lat","lng","Client_Name","Project_Budget2"
"CB CREDIT CARD ORIGINATION REBUILD - $6,712,647","CB CREDIT CARD ORIGINATION REBUILD",6712647.35,369,"Java",12,"Shanghai","China","CHN","Shanghai",31.1667,121.4667,"Lloyds Banking Group","$6,712,647"
"PROJECT PINK DIVESTITURE - $4,699,905","PROJECT PINK DIVESTITURE",4699905.3,409,"Java",12,"Shanghai","China","CHN","Shanghai",31.1667,121.4667,"National Grid","$4,699,905"
"CRB AND ELECTRONIC TRADING MODERNIZATION - $8,199,748","CRB AND ELECTRONIC TRADING MODERNIZATION",8199747.8,404,"Java",13,"Guangzhou","China","CHN","Guangdong",23.1288,113.259,"Murex","$8,199,748"
"MM 2020 SB REGULATORY AND MAINTENANCE BUDGET - $6,723,000","MM 2020 SB REGULATORY AND MAINTENANCE BUDGET",6723000,497,"Java",13,"Guangzhou","China","CHN","Guangdong",23.1288,113.259,"Real Return Group","$6,723,000"
"CDM - BLUE BOOK - $7,307,664","CDM - BLUE BOOK",7307664.3,17,"Java",14,"Beijing","China","CHN","Beijing",39.905,116.3914,"Affiliate Asset Management","$7,307,664"
"KONDOR PAC IMPLEMENTATIN PERU - $251,150","KONDOR PAC IMPLEMENTATIN PERU",251150,376,"Java",14,"Beijing","China","CHN","Beijing",39.905,116.3914,"London CIV","$251,150"
"ENCORE - ENT REPOSITORY MODERNIZATION - $384,425","ENCORE - ENT REPOSITORY MODERNIZATION",384424.9,33,"Java",15,"Bogota","Colombia","COL","Bogota",4.6126,-74.0705,"Arbuthnot Latham","$384,425"
"RM ABM N CRU STEADY STATE CONNEX SUPPORT - $5,072,799","RM ABM N CRU STEADY STATE CONNEX SUPPORT",5072798.71,98,"Java",15,"Bogota","Colombia","COL","Bogota",4.6126,-74.0705,"British Bankers' Association","$5,072,799"
"CONTACT CENTRE PLATFORM PERU WAVE 3 - $1,008,157","CONTACT CENTRE PLATFORM PERU WAVE 3",1008156.8,565,"Java",15,"Bogota","Colombia","COL","Bogota",4.6126,-74.0705,"Sumitomo Mitsui Banking Corporation","$1,008,157"
"LOGICAL ACCESS MANAGEMENT - $3,819,000","LOGICAL ACCESS MANAGEMENT",3819000,90,"Java",16,"Cairo","Egypt","EGY","Al Qahirah",30.0561,31.2394,"BNY Mellon","$3,819,000"
"MANDATORY REPORT UPDATES & ALIGNMENT - $3,280,330","MANDATORY REPORT UPDATES & ALIGNMENT",3280330,456,"Java",16,"Cairo","Egypt","EGY","Al Qahirah",30.0561,31.2394,"Ownership Capital","$3,280,330"
"EDL - IB AML - ECR EDL IT - $468,844","EDL - IB AML - ECR EDL IT",468844.4,337,"Java",17,"Paris","France","FRA","lle-de-France",48.8566,2.3522,"JT Global","$468,844"
"SMART INHOUSE SETUP FOR CARD - $530,176","SMART INHOUSE SETUP FOR CARD",530176,615,"Java",17,"Paris","France","FRA","lle-de-France",48.8566,2.3522,"VR Capital","$530,176"
"IB AML FTE RETAIL - $4,380,002","IB AML FTE RETAIL",4380001.64,110,"Java",18,"Nice","France","FRA","Provence-Alpes-Cote dAzur",43.7034,7.2663,"Calligo","$4,380,002"
"FEES CHARGED IMMEDIATELY - RETAIL DEPOSIT ACCOUNTS - $6,139,307","FEES CHARGED IMMEDIATELY - RETAIL DEPOSIT ACCOUNTS",6139306.73,488,"Java",18,"Nice","France","FRA","Provence-Alpes-Cote dAzur",43.7034,7.2663,"Railsbank","$6,139,307"
"CONSOLIDATED AUDIT TRAIL - $13,683,198","CONSOLIDATED AUDIT TRAIL",13683198.3,93,"Java",19,"Toulouse","France","FRA","Occitanie",43.6045,1.444,"Border to Coast","$13,683,198"
"WAY WE WORK ECOSYSTEM 15 - CANADIAN COMMERCIAL BANKING - $1,309,393","WAY WE WORK ECOSYSTEM 15 - CANADIAN COMMERCIAL BANKING",1309392.9,289,"Java",19,"Toulouse","France","FRA","Occitanie",43.6045,1.444,"IFSL","$1,309,393"
"GPS SUPPLIER ENABLEMENT - $247,588","GPS SUPPLIER ENABLEMENT",247588.2,369,"Java",19,"Toulouse","France","FRA","Occitanie",43.6045,1.444,"Lloyds Banking Group","$247,588"
"IB FINANCE MIS - PISCO - $1,536,667","IB FINANCE MIS - PISCO",1536667.2,386,"Java",19,"Toulouse","France","FRA","Occitanie",43.6045,1.444,"Mercer","$1,536,667"
"MM UL COMPLIANCE AND AUDIT - $1,410,000","MM UL COMPLIANCE AND AUDIT",1410000,53,"Java",20,"Marseille","France","FRA","Provence-Alpes-Cote dAzur",43.2964,5.37,"Australian Securities Exchange","$1,410,000"
"KONDOR + PAC IMPLEMENTATION COLOMBIA - $2,622,310","KONDOR + PAC IMPLEMENTATION COLOMBIA",2622310,387,"Java",20,"Marseille","France","FRA","Provence-Alpes-Cote dAzur",43.2964,5.37,"Mercer Private Wealth","$2,622,310"
"AML - IB TRANSACTION MONITORING - TM IB - $7,509,043","AML - IB TRANSACTION MONITORING - TM IB",7509043.28,30,"Java",21,"Berlin","Germany","DEU","Berlin",52.5167,13.3833,"Aon Hewitt Limited","$7,509,043"
"ICCB ONLINE CASH MGMT PLATFORM - COLOMBIA - $1,639,932","ICCB ONLINE CASH MGMT PLATFORM - COLOMBIA",1639932.26,182,"Java",21,"Berlin","Germany","DEU","Berlin",52.5167,13.3833,"Deutsche Bank Wealth","$1,639,932"
"PIC ONBOARDING - $200,000","PIC ONBOARDING",2e+05,314,"Java",21,"Berlin","Germany","DEU","Berlin",52.5167,13.3833,"ITG","$200,000"
"DUPLO - F20 - $10,419,264","DUPLO - F20",10419263.67,540,"Java",21,"Berlin","Germany","DEU","Berlin",52.5167,13.3833,"SG Hambros","$10,419,264"
"ACTIVE TRADING PLATFORM & RESEARCH SEED FUNDING - $10,318,293","ACTIVE TRADING PLATFORM & RESEARCH SEED FUNDING",10318292.84,170,"Java",22,"Hamburg","Germany","DEU","Hamburg",53.55,10,"Cutover","$10,318,293"
"PRIVILEGED ACCESS MANAGEMENT 2.0 PHASE 2 ENHANCEMENTS - $1,080,000","PRIVILEGED ACCESS MANAGEMENT 2.0 PHASE 2 ENHANCEMENTS",1080000,557,"Java",23,"Munich","Germany","DEU","Bavaria",48.1372,11.5755,"Standard Life Wealth","$1,080,000"
"END USER COMPUTING PROGRAM - $78,945","END USER COMPUTING PROGRAM",78945,136,"Java",24,"Hong Kong","Hong Kong","HKG","Hong Kong",22.305,114.185,"Citi Prime Brokerage","$78,945"
"SUPERVISORY HIERARCHY MANAGEMENT - $8,701,614","SUPERVISORY HIERARCHY MANAGEMENT",8701614,154,"Java",24,"Hong Kong","Hong Kong","HKG","Hong Kong",22.305,114.185,"Consortia","$8,701,614"
"CASL- BUILDING A CENTRALIZED REPOSITORY FOR RECORD KEEPING - $534,178","CASL- BUILDING A CENTRALIZED REPOSITORY FOR RECORD KEEPING",534177.8,591,"Java",24,"Hong Kong","Hong Kong","HKG","Hong Kong",22.305,114.185,"TP ICAP","$534,178"
"EMV DEBIT PHASE 4 MIGRATION BARBADOS - $8,858,100","EMV DEBIT PHASE 4 MIGRATION BARBADOS",8858100,290,"Java",26,"Bangalore","India","IND","Karnataka",12.9699,77.598,"Ignis","$8,858,100"
"FICO CUSTOMER CONTACT STRATEGY - CCS - $315,500","FICO CUSTOMER CONTACT STRATEGY - CCS",315500,404,"Java",26,"Bangalore","India","IND","Karnataka",12.9699,77.598,"Murex","$315,500"
"CDIC RESOLUTION PLAN MLE REPORTING PHASE 1 - $774,380","CDIC RESOLUTION PLAN MLE REPORTING PHASE 1",774380.4,36,"Java",27,"Jakarta","Indonesia","IDN","Jakarta",-6.2146,106.8451,"Argonaut Capital Partners","$774,380"
"RR DIGITAL ACCESIBILITY - $319,400","RR DIGITAL ACCESIBILITY",319399.5,272,"Java",27,"Jakarta","Indonesia","IDN","Jakarta",-6.2146,106.8451,"Hermes","$319,400"
"MM WEALTH PWO FY21 - $1,402,586","MM WEALTH PWO FY21",1402586,515,"Java",27,"Jakarta","Indonesia","IDN","Jakarta",-6.2146,106.8451,"RWC Partners","$1,402,586"
"DIGITAL ONBOARDING CARIBBEAN - $1,362,732","DIGITAL ONBOARDING CARIBBEAN",1362731.9,87,"Java",29,"Milan","Italy","ITA","Lombardy",45.4669,9.19,"BMO Asset Management","$1,362,732"
"THIRD PARTY MANAGEMENT RISK AND AUDIT - $1,660,469","THIRD PARTY MANAGEMENT RISK AND AUDIT",1660468.9,469,"Java",29,"Milan","Italy","ITA","Lombardy",45.4669,9.19,"Polianta","$1,660,469"
"IB AML - KYC - IB AML ECR INSURANCE - $2,921,678","IB AML - KYC - IB AML ECR INSURANCE",2921678.3,158,"Java",30,"Tokyo","Japan","JPN","Tokyo",35.6897,139.6922,"Cornerstone","$2,921,678"
"MD INTEGRATION - PORTFOLIO MANAGEMENT SEED FUNDING - $515,032","MD INTEGRATION - PORTFOLIO MANAGEMENT SEED FUNDING",515032.25,489,"Java",30,"Tokyo","Japan","JPN","Tokyo",35.6897,139.6922,"Rand Merchant Bank","$515,032"
"PUSH NOTIFICATION CA - $24,000","PUSH NOTIFICATION CA",24000,167,"Java",32,"Kyoto","Japan","JPN","Ky<U+00A8><U+00AD>to",35.0111,135.7669,"Crux Asset Management Ltd","$24,000"
"WAY WE WORK EGLINTON ECOSYSTEM 4 - $290,831","WAY WE WORK EGLINTON ECOSYSTEM 4",290831.4,340,"Java",32,"Kyoto","Japan","JPN","Ky<U+00A8><U+00AD>to",35.0111,135.7669,"Kainos","$290,831"
"ORACLE STABILITY - $559,700","ORACLE STABILITY",559700,188,"Java",33,"Kuala Lumpur","Malaysia","MYS","Kuala Lumpur",3.1478,101.6953,"Direct Capital Solutions","$559,700"
"VISA PAYABLES AUTOMATION FTM ITERGRATION AND ONBOARDING - $1,015,100","VISA PAYABLES AUTOMATION FTM ITERGRATION AND ONBOARDING",1015100,403,"Java",33,"Kuala Lumpur","Malaysia","MYS","Kuala Lumpur",3.1478,101.6953,"Munnypot","$1,015,100"
"PCMLTFA NEW REGULATIONS - GBP - $6,362,750","PCMLTFA NEW REGULATIONS - GBP",6362750,166,"Java",35,"Manila","Philippines","PHL","Manila",14.5958,120.9772,"Crestbridge","$6,362,750"
"ENHANCE BS DATA FOR FORECAST AND MANAGEMENT - $6,810,906","ENHANCE BS DATA FOR FORECAST AND MANAGEMENT",6810906.5,390,"Java",35,"Manila","Philippines","PHL","Manila",14.5958,120.9772,"Merval","$6,810,906"
"STRATEGIC TRANSFORMATION INITIATIVES - $520,200","STRATEGIC TRANSFORMATION INITIATIVES",520200.1,584,"Java",35,"Manila","Philippines","PHL","Manila",14.5958,120.9772,"Thomson Reuters","$520,200"
"ORACLE AML TRANSFORMATION - $1,141,362","ORACLE AML TRANSFORMATION",1141361.99,296,"Java",37,"Bangkok","Thailand","THA","Krung Thep Maha Nakhon",13.75,100.5167,"Infosys","$1,141,362"
"IB AML CRR - $211,000","IB AML CRR",211000,601,"Java",37,"Bangkok","Thailand","THA","Krung Thep Maha Nakhon",13.75,100.5167,"UBS","$211,000"
"CYBERSECURITY AWARENESS AND TRAINING PROGRAM EXPANSION - $2,363,894","CYBERSECURITY AWARENESS AND TRAINING PROGRAM EXPANSION",2363893.6,228,"Java",38,"Istanbul","Turkey","TUR","Istanbul",41.01,28.9603,"Fidelity","$2,363,894"
"RR GIC MODERNIZATION FY20 - $38,615","RR GIC MODERNIZATION FY20",38614.6,240,"Java",38,"Istanbul","Turkey","TUR","Istanbul",41.01,28.9603,"Flint Global","$38,615"
"AML - GBM DATA ISSUE REMEDIATION - $10,049,402","AML - GBM DATA ISSUE REMEDIATION",10049401.85,431,"Java",40,"Birmingham","United Kingdom","GBR","Birmingham",52.48,-1.9025,"Nordic Investment Bank","$10,049,402"
"CUSTOMER DATA PROGRAM - $20,067,793","CUSTOMER DATA PROGRAM",20067793,635,"Java",40,"Birmingham","United Kingdom","GBR","Birmingham",52.48,-1.9025,"Deutsche Bank Wealth and Investment Banking","$20,067,793"
"CA MESSAGE MANAGER CAMM ARCHIVE MIGRATION - $5,915,220","CA MESSAGE MANAGER CAMM ARCHIVE MIGRATION",5915220.5,423,"Java",42,"Leeds","United Kingdom","GBR","Leeds",53.7997,-1.5492,"Nigerian Stock Exchange","$5,915,220"
"AML CRR - IB - $3,469,051","AML CRR - IB",3469051.46,429,"Java",42,"Leeds","United Kingdom","GBR","Leeds",53.7997,-1.5492,"NOMURA ASSET MANAGEMENT","$3,469,051"
"PCMLTFA NEW REGULATIONS - WEALTH - $472,415","PCMLTFA NEW REGULATIONS - WEALTH",472415,302,"Java",43,"Newcastle","United Kingdom","GBR","Newcastle upon Tyne",55.0077,-1.6578,"Integral","$472,415"
"GBM GL - SOFTWARE CURRENCY - $2,817,284","GBM GL - SOFTWARE CURRENCY",2817283.9,120,"Java",45,"Glasgow","United Kingdom","GBR","Glasgow City",55.8609,-4.2514,"Cardano","$2,817,284"
"HOUSEHOLD CONNECTIONS - $494,800","HOUSEHOLD CONNECTIONS",494800,366,"Java",46,"Liverpool","United Kingdom","GBR","Liverpool",53.4,-2.9833,"Link Asset Services","$494,800"
"ACH MISDIRECTED PAYMENTS - $1,497,010","ACH MISDIRECTED PAYMENTS",1497010,490,"Java",46,"Liverpool","United Kingdom","GBR","Liverpool",53.4,-2.9833,"Rathbones","$1,497,010"
"BTR WINDOWS 10 MIGRATION - $9,230,749","BTR WINDOWS 10 MIGRATION",9230749.2,64,"Java",47,"New York","United States","USA","New York",40.6943,-73.9249,"Bank of America Merrill Lynch","$9,230,749"
"FBO TAILORING - Y15 - $689,500","FBO TAILORING - Y15",689500,437,"Java",47,"New York","United States","USA","New York",40.6943,-73.9249,"Numis Asset Management","$689,500"
"IB AML QA - $16,118,970","IB AML QA",16118970.09,480,"Java",47,"New York","United States","USA","New York",40.6943,-73.9249,"Qatar Foundation","$16,118,970"
"ACCOUNTS PAYABLE IMPLEMENTATION - $1,685,729","ACCOUNTS PAYABLE IMPLEMENTATION",1685729.3,637,"Java",47,"New York","United States","USA","New York",40.6943,-73.9249,"Zurich","$1,685,729"
"FATCA N CRS PROGRAM - NEW REGS N MAINTENANCE - $745,787","FATCA N CRS PROGRAM - NEW REGS N MAINTENANCE",745787,421,"Java",48,"Los Angeles","United States","USA","California",34.1139,-118.4068,"Nex","$745,787"
"AML PAYMENT SCREENING DATA QUALITY - $1,681,372","AML PAYMENT SCREENING DATA QUALITY",1681372.2,553,"Java",48,"Los Angeles","United States","USA","California",34.1139,-118.4068,"Standard Bank Wealth","$1,681,372"
"ELEMENT - $6,241,417","ELEMENT",6241416.83,622,"Java",48,"Los Angeles","United States","USA","California",34.1139,-118.4068,"Wells Fargo","$6,241,417"
"CDIC RESOLUTION PLANNING GLOBAL PROCUREMENT SERVICES - $2,264,425","CDIC RESOLUTION PLANNING GLOBAL PROCUREMENT SERVICES",2264425,134,"Java",49,"Chicago","United States","USA","Illinois",41.8373,-87.6862,"Citi","$2,264,425"
"ARMITSA 2018 T&T PROJECTS - $567,525","ARMITSA 2018 T&T PROJECTS",567525.38,409,"Java",49,"Chicago","United States","USA","Illinois",41.8373,-87.6862,"National Grid","$567,525"
"CYBER SECURITY AUDIT - $6,162,524","CYBER SECURITY AUDIT",6162523.6,101,"Java",50,"Miami","United States","USA","Florida",25.7839,-80.2102,"Broadridge Financial Solutions Ltd","$6,162,524"
"DP-END-USER ENHANCED MONITORING TECHNOLOGY - $3,279,450","DP-END-USER ENHANCED MONITORING TECHNOLOGY",3279450,429,"Java",50,"Miami","United States","USA","Florida",25.7839,-80.2102,"NOMURA ASSET MANAGEMENT","$3,279,450"
"COMPLIANCE TRANSFORMATION - CONDUCT RISK AND ABAC - $2,185,273","COMPLIANCE TRANSFORMATION - CONDUCT RISK AND ABAC",2185273.4,445,"Java",51,"Dallas","United States","USA","Texas",32.7936,-96.7662,"OCC","$2,185,273"
"TAMLO BAU MAINTENANCE - FINTRAC - $1,032,040","TAMLO BAU MAINTENANCE - FINTRAC",1032040,264,"Java",52,"Philadelphia","United States","USA","Pennsylvania",40.0077,-75.1339,"Hampden Group","$1,032,040"
"GC - CT LEARNING INCREMENTAL FY21 - $4,437,970","GC - CT LEARNING INCREMENTAL FY21",4437970,411,"Java",53,"Houston","United States","USA","Texas",29.7863,-95.3889,"NCC Clearing Bank","$4,437,970"
"AML GPS CANADA 2020 RCM PROGRAM - $138,728","AML GPS CANADA 2020 RCM PROGRAM",138727.8,335,"Java",54,"Atlanta","United States","USA","Georgia",33.7627,-84.4224,"JP Morgan AM","$138,728"
"SSR POOL 2021 - $253,667","SSR POOL 2021",253666.8,50,"Java",55,"Washington","United States","USA","District of Columbia",38.9047,-77.0163,"Augentius London","$253,667"
"CONSTELLATION - $4,855,512","CONSTELLATION",4855512.4,426,"Java",55,"Washington","United States","USA","District of Columbia",38.9047,-77.0163,"Noble Group","$4,855,512"
"FICO FRAUD CUSTOMER COMMUNICATION SERVICES (CCS) - $6,538,212","FICO FRAUD CUSTOMER COMMUNICATION SERVICES (CCS)",6538211.67,143,"Java",56,"Boston","United States","USA","Massachusetts",42.3188,-71.0846,"Close Asset Management","$6,538,212"
"CFCPF - CANCELLATION RIGHTS - $6,520,845","CFCPF - CANCELLATION RIGHTS",6520845.3,199,"Java",56,"Boston","United States","USA","Massachusetts",42.3188,-71.0846,"EFG","$6,520,845"
"FRTB TECHNOLOGY PHASE 2 - $3,131,037","FRTB TECHNOLOGY PHASE 2",3131036.93,286,"Java",56,"Boston","United States","USA","Massachusetts",42.3188,-71.0846,"ICAEW","$3,131,037"
"AMA HOTSCAN INITIATIVES - AML HOTSCAN - AMA - $6,980,116","AMA HOTSCAN INITIATIVES - AML HOTSCAN - AMA",6980116.16,302,"Java",56,"Boston","United States","USA","Massachusetts",42.3188,-71.0846,"Integral","$6,980,116"
"RM BUSINESS BANKING CREDIT LAB - $413,628","RM BUSINESS BANKING CREDIT LAB",413627.7,224,"Java",57,"Phoenix","United States","USA","Arizona",33.5722,-112.0891,"FDM Group","$413,628"
"GC - CT MONITORING - $9,637,560","GC - CT MONITORING",9637560,332,"Java",58,"Seattle","United States","USA","Washington",47.6211,-122.3244,"Johannesburg Stock Exchange","$9,637,560"
"GLOBAL OTC & ETD REGULATION REMEDIATION - $1,084,778","GLOBAL OTC & ETD REGULATION REMEDIATION",1084778.4,419,"Java",58,"Seattle","United States","USA","Washington",47.6211,-122.3244,"Newedge","$1,084,778"
"GBM VANCOUVER - $1,196,600","GBM VANCOUVER",1196600,604,"Java",58,"Seattle","United States","USA","Washington",47.6211,-122.3244,"Unicredit","$1,196,600"
"CRR-IB - IB AML ECR CRR IT - $530,000","CRR-IB - IB AML ECR CRR IT",530000,155,"Java",60,"San Jose","United States","USA","California",37.3019,-121.8486,"Contemi","$530,000"
"FRAUD D3 INTEGRATION - $1,171,404","FRAUD D3 INTEGRATION",1171404.5,161,"Java",60,"San Jose","United States","USA","California",37.3019,-121.8486,"Crake Asset Management","$1,171,404"
"SEG DEFICIT PHASE 2 - $5,939,246","SEG DEFICIT PHASE 2",5939245.6,463,"Java",60,"San Jose","United States","USA","California",37.3019,-121.8486,"Pershing","$5,939,246"
"ALGO CREDIT - REWRITE AND UPDATE - $9,125,591","ALGO CREDIT - REWRITE AND UPDATE",9125591.31,404,"Java",61,"Cleveland","United States","USA","Ohio",41.4767,-81.6804,"Murex","$9,125,591"
"IBM STORAGE REMEDIATION - DELL EMC - $1,134,099","IBM STORAGE REMEDIATION - DELL EMC",1134099.1,107,"JS",1,"Sydney","Australia","AUS","New South Wales",-33.865,151.2094,"BT Pension Scheme Management Ltd","$1,134,099"
"SAM OPTIMIZATION PROGRAM - $1,836,673","SAM OPTIMIZATION PROGRAM",1836672.51,468,"JS",1,"Sydney","Australia","AUS","New South Wales",-33.865,151.2094,"Platform Securities","$1,836,673"
"ENT HARDWARE SECURITY MODULE - HSM - CURRENCY PHASE 1 - $1,657,805","ENT HARDWARE SECURITY MODULE - HSM - CURRENCY PHASE 1",1657804.7,612,"JS",1,"Sydney","Australia","AUS","New South Wales",-33.865,151.2094,"Vestrata","$1,657,805"
"BREEZE - $4,843,512","BREEZE",4843512.5,161,"JS",2,"Melbourne","Australia","AUS","Victoria",-37.8136,144.9631,"Crake Asset Management","$4,843,512"
"CENTRAL SECURITIES DEPOSITORY REGULATION - $2,150,323","CENTRAL SECURITIES DEPOSITORY REGULATION",2150323.1,161,"JS",2,"Melbourne","Australia","AUS","Victoria",-37.8136,144.9631,"Crake Asset Management","$2,150,323"
"HIGH-VALUE CUSTOMERS PHASE 2 - $512,455","HIGH-VALUE CUSTOMERS PHASE 2",512455,624,"JS",2,"Melbourne","Australia","AUS","Victoria",-37.8136,144.9631,"West Midlands Pension Fund","$512,455"
"CFCPF - EXPRESS CONSENT - $1,624,428","CFCPF - EXPRESS CONSENT",1624428.5,481,"JS",3,"Brisbane","Australia","AUS","Queensland",-27.4678,153.0281,"Qatar Stock Exchange","$1,624,428"
"DIGITAL MONEY MANAGEMENT - $822,754","DIGITAL MONEY MANAGEMENT",822754,446,"JS",4,"Perth","Australia","AUS","Western Australia",-31.9522,115.8589,"Oceanwood","$822,754"
"PLASTICS RFP - $6,054,640","PLASTICS RFP",6054640,308,"JS",5,"Adelaide","Australia","AUS","South Australia",-34.9289,138.6011,"Investment Management Association","$6,054,640"
"GLOBAL PROCUREMENT SERVICES AUDIT REMEDIATION - $2,129,050","GLOBAL PROCUREMENT SERVICES AUDIT REMEDIATION",2129050.2,406,"JS",5,"Adelaide","Australia","AUS","South Australia",-34.9289,138.6011,"NAB","$2,129,050"
"RESILIENCE PLAYBOOKS & TRAINING - $592,370","RESILIENCE PLAYBOOKS & TRAINING",592370,529,"JS",6,"Toronto","Canada","CAN","Ontario",43.7417,-79.3733,"Saunderson House","$592,370"
"DIGITAL IDENTITY - VERIFIED ME - $6,958,377","DIGITAL IDENTITY - VERIFIED ME",6958376.9,521,"JS",7,"Montreal","Canada","CAN","Quebec",45.5089,-73.5617,"Sandaire Investment Office","$6,958,377"
"DERIVATIVES PLATFORM MODERNIZATION PHASE 5 - $3,344,092","DERIVATIVES PLATFORM MODERNIZATION PHASE 5",3344091.5,582,"JS",8,"Vancouver","Canada","CAN","British Columbia",49.25,-123.1,"The Retirement Group","$3,344,092"
"E2E INSURANCE PROGRAM CARIBBEAN PHASE 1 - $5,660,277","E2E INSURANCE PROGRAM CARIBBEAN PHASE 1",5660276.8,144,"JS",9,"Calgary","Canada","CAN","Alberta",51.05,-114.0667,"Close Brothers","$5,660,277"
"GTA DATA CENTRE REFRESH & CONSOLIDATION - $569,150","GTA DATA CENTRE REFRESH & CONSOLIDATION",569150.1,477,"JS",9,"Calgary","Canada","CAN","Alberta",51.05,-114.0667,"Push Technology","$569,150"
"DYNAMIC CRM MIGRATION TO SALESFORCE - $3,432,599","DYNAMIC CRM MIGRATION TO SALESFORCE",3432598.6,506,"JS",9,"Calgary","Canada","CAN","Alberta",51.05,-114.0667,"Robert Clifford","$3,432,599"
"COMPLIANCE TRANSFORMATION - EIP FIRM CONFLICTS - $9,769,087","COMPLIANCE TRANSFORMATION - EIP FIRM CONFLICTS",9769087,24,"JS",10,"Edmonton","Canada","CAN","Alberta",53.5344,-113.4903,"Alter Domus (Lux)","$9,769,087"
"CARIBBEAN DIGITAL SALES PHASE 2 - $420,000","CARIBBEAN DIGITAL SALES PHASE 2",420000,167,"JS",11,"Ottawa","Canada","CAN","Ontario",45.4247,-75.695,"Crux Asset Management Ltd","$420,000"
"ENHANCEMENTS TO CC PROTECTION & SALES PRACTICE MONITORING OVERSIGHT - $420,009","ENHANCEMENTS TO CC PROTECTION & SALES PRACTICE MONITORING OVERSIGHT",420008.8,123,"JS",12,"Shanghai","China","CHN","Shanghai",31.1667,121.4667,"Catlin","$420,009"
"CB STABILITY - MONITORING - $826,560","CB STABILITY - MONITORING",826560,447,"JS",12,"Shanghai","China","CHN","Shanghai",31.1667,121.4667,"Ocorian","$826,560"
"MM LAUNCHPAD SOFTWARE CURRENCY - $2,475,781","MM LAUNCHPAD SOFTWARE CURRENCY",2475781.2,206,"JS",13,"Guangzhou","China","CHN","Guangdong",23.1288,113.259,"Estera","$2,475,781"
"DERIVATIVES MODERNIZATION - MEXICO - $233,330","DERIVATIVES MODERNIZATION - MEXICO",233330,424,"JS",13,"Guangzhou","China","CHN","Guangdong",23.1288,113.259,"NN Investment Partners","$233,330"
"GTS SERVER MIGRATION PROGRAM (WAVE 3B) - $2,228,524","GTS SERVER MIGRATION PROGRAM (WAVE 3B)",2228524.3,192,"JS",14,"Beijing","China","CHN","Beijing",39.905,116.3914,"Dominion","$2,228,524"
"C-CURE SOFTWARE UPGRADE - $452,340","C-CURE SOFTWARE UPGRADE",452340,253,"JS",14,"Beijing","China","CHN","Beijing",39.905,116.3914,"Gemini Capital Management","$452,340"
"NIR OPTIMIZATION - D2D PRICING CHANGES - $2,937,952","NIR OPTIMIZATION - D2D PRICING CHANGES",2937951.7,326,"JS",16,"Cairo","Egypt","EGY","Al Qahirah",30.0561,31.2394,"JETRO","$2,937,952"
"FRM - PHASE 1 - $636,242","FRM - PHASE 1",636242.13,470,"JS",16,"Cairo","Egypt","EGY","Al Qahirah",30.0561,31.2394,"Premier Funds","$636,242"
"DP-DEMISTO ADDITIONAL HARDWARE - $365,000","DP-DEMISTO ADDITIONAL HARDWARE",365000,56,"JS",17,"Paris","France","FRA","lle-de-France",48.8566,2.3522,"AXA Architas","$365,000"
"BENCHMARK RATE REFORM - IB CCAU - $1,307,105","BENCHMARK RATE REFORM - IB CCAU",1307104.9,423,"JS",17,"Paris","France","FRA","lle-de-France",48.8566,2.3522,"Nigerian Stock Exchange","$1,307,105"
"VMS REPLACEMENT - $850,100","VMS REPLACEMENT",850100,69,"JS",18,"Nice","France","FRA","Provence-Alpes-Cote dAzur",43.7034,7.2663,"Bankclarity","$850,100"
"MODEL VALIDATION OUTSOURCING SUPPORT GBM - $2,077,830","MODEL VALIDATION OUTSOURCING SUPPORT GBM",2077829.97,448,"JS",18,"Nice","France","FRA","Provence-Alpes-Cote dAzur",43.7034,7.2663,"Octopus Investments","$2,077,830"
"GC - CT IRCM INCREMENTAL FY21 - $933,513","GC - CT IRCM INCREMENTAL FY21",933513,627,"JS",18,"Nice","France","FRA","Provence-Alpes-Cote dAzur",43.7034,7.2663,"WICM","$933,513"
"GBM AML RISK TRANSACTION MONITORING - GBM AML RISK - $1,006,985","GBM AML RISK TRANSACTION MONITORING - GBM AML RISK",1006985.3,290,"JS",20,"Marseille","France","FRA","Provence-Alpes-Cote dAzur",43.2964,5.37,"Ignis","$1,006,985"
"MM SSI ISSF SALESFORCE CAP ENHANCEMENT FOR MAT N RBR - $364,736","MM SSI ISSF SALESFORCE CAP ENHANCEMENT FOR MAT N RBR",364736,529,"JS",20,"Marseille","France","FRA","Provence-Alpes-Cote dAzur",43.2964,5.37,"Saunderson House","$364,736"
"RR UPDATE VOICE BIOMETRICS SOLUTION TO MEET QUEBEC LEGISTRATION - $205,896","RR UPDATE VOICE BIOMETRICS SOLUTION TO MEET QUEBEC LEGISTRATION",205896,367,"JS",21,"Berlin","Germany","DEU","Berlin",52.5167,13.3833,"Liverpool Victoria","$205,896"
"INSURANCE CANADA APP MAINT POOL FY21 - $807,595","INSURANCE CANADA APP MAINT POOL FY21",807594.9,542,"JS",21,"Berlin","Germany","DEU","Berlin",52.5167,13.3833,"SGX","$807,595"
"WEALTHONE ONBOARDING & SERVICING - $1,080,000","WEALTHONE ONBOARDING & SERVICING",1080000,451,"JS",23,"Munich","Germany","DEU","Bavaria",48.1372,11.5755,"Omnis Investments Ltd","$1,080,000"
